Country,JobSatisfaction,CareerSatisfaction
United Kingdom,7,8
United Kingdom,9,8
United Kingdom,NA,NA
Germany,8,8
Netherlands,8,8
Italy,9,8
Italy,8,8
Germany,8,8
United Kingdom,8,8
Germany,6,8
Germany,9,8
France,10,8
India,9,8
Germany,4,8
Belgium,7,8
United States,NA,8
Germany,NA,NA
United States,8,8
Brazil,8,8
France,8,8
Netherlands,8,8
India,NA,NA
Germany,7,8
United Kingdom,7,8
United States,6,8
United Kingdom,NA,NA
Germany,NA,NA
India,NA,NA
Germany,NA,NA
Germany,9,8
United Kingdom,9,8
Germany,NA,NA
Germany,8,8
United States,6,8
India,NA,NA
Netherlands,8,8
United States,6,8
Germany,7,8
United Kingdom,6,8
India,9,8
Italy,7,8
United States,8,8
Germany,8,8
United Kingdom,6,8
United States,8,8
United States,8,8
Brazil,5,8
United States,8,8
United States,9,8
United States,7,8
Netherlands,7,8
United States,8,8
United States,8,8
United States,9,8
United Kingdom,7,8
India,8,8
India,8,8
Germany,8,8
United States,8,8
United States,6,8
Canada,7,8
Germany,10,8
United States,5,8
United Kingdom,8,8
United States,7,8
United States,9,8
United States,9,8
United States,5,8
Germany,10,8
United Kingdom,8,8
United States,7,8
France,NA,NA
France,NA,NA
Canada,8,8
United States,8,8
Germany,5,8
United Kingdom,8,8
India,4,8
United States,7,8
Brazil,7,8
United States,8,8
Canada,8,8
Australia,NA,NA
United States,8,8
United States,9,8
Germany,9,8
Canada,7,8
United States,8,8
United States,8,8
United States,7,8
Germany,NA,NA
Italy,NA,8
United States,5,8
Brazil,10,8
United States,8,8
United States,8,8
Belgium,8,8
United States,8,8
United States,9,8
India,8,8
Canada,8,8
United States,7,8
Canada,8,8
United States,NA,8
United States,9,8
United States,3,8
United States,8,8
United States,8,8
Germany,NA,NA
Belgium,8,8
Canada,8,8
United States,8,8
Canada,8,8
United States,6,8
United States,NA,NA
United States,7,8
India,NA,NA
United States,9,8
United Kingdom,6,8
United States,8,8
Brazil,9,8
United States,NA,NA
United States,7,8
Canada,9,8
United States,7,8
Canada,8,8
Canada,6,8
United States,7,8
United States,8,8
United States,9,8
United States,5,8
Germany,5,8
United States,7,8
United States,6,8
United States,7,8
India,NA,NA
United States,5,8
United States,7,8
United States,7,8
Canada,4,8
Netherlands,NA,8
United States,8,8
Brazil,7,8
United Kingdom,7,8
Canada,8,8
Canada,8,8
United Kingdom,8,8
Germany,8,8
United States,8,8
Italy,8,8
United States,7,8
United States,8,8
China,7,8
China,8,8
China,7,8
Canada,7,8
Australia,7,8
United States,7,8
India,NA,NA
United States,10,8
United States,9,8
United States,NA,8
India,5,8
India,8,8
United States,8,8
United Kingdom,7,8
United States,8,8
India,10,8
United States,9,8
India,6,8
India,5,8
India,NA,NA
Germany,NA,NA
United States,7,8
Belgium,9,8
Bangladesh,5,8
India,9,8
United States,NA,NA
Netherlands,8,8
Germany,NA,NA
United States,NA,NA
China,8,8
India,6,8
Australia,6,8
Netherlands,NA,NA
India,8,8
France,8,8
Germany,7,8
United Kingdom,5,8
India,6,8
India,NA,8
India,8,8
United States,3,8
France,9,8
Germany,NA,NA
India,8,8
United Kingdom,9,8
United Kingdom,9,8
Germany,7,8
Belgium,NA,8
Canada,4,8
United States,9,8
United Kingdom,6,8
India,NA,NA
Bangladesh,NA,NA
United Kingdom,8,8
Canada,8,8
United States,8,8
United States,7,8
Germany,9,8
Germany,9,8
United Kingdom,7,8
Brazil,8,8
Germany,8,8
Germany,6,8
Germany,8,8
India,8,8
United States,8,8
Germany,7,8
Germany,6,8
United Kingdom,NA,NA
Germany,NA,NA
United Kingdom,7,8
Australia,NA,NA
Brazil,8,8
Brazil,9,8
United States,8,8
United States,8,8
United States,7,8
United States,8,8
Germany,8,8
Italy,6,8
Brazil,8,8
Germany,10,8
Canada,8,8
France,NA,NA
United States,7,8
United States,9,8
United States,7,8
United States,10,8
United States,NA,NA
India,NA,NA
United Kingdom,NA,NA
United States,7,8
Canada,9,8
United States,NA,NA
France,NA,NA
United States,NA,NA
United Kingdom,8,8
United States,8,8
Netherlands,8,8
India,8,8
China,6,8
Germany,8,8
United States,6,8
India,NA,NA
United States,5,8
France,2,8
India,7,8
Germany,8,8
Australia,8,8
France,NA,NA
United Kingdom,8,8
France,NA,NA
India,8,8
Germany,NA,NA
Germany,8,8
Germany,8,8
France,NA,NA
India,7,8
Canada,NA,NA
France,10,8
United Kingdom,NA,NA
Germany,NA,8
United States,7,8
United States,8,8
United Kingdom,NA,NA
Canada,NA,NA
Canada,5,8
United States,8,8
United States,7,8
Germany,9,8
United Kingdom,NA,NA
India,4,8
France,7,8
United States,NA,8
Germany,7,8
Germany,9,8
United States,8,8
United Kingdom,8,8
Canada,7,8
Germany,9,8
United Kingdom,7,8
Germany,7,8
Brazil,9,8
United States,7,8
Italy,8,8
United Kingdom,NA,NA
United States,8,8
United States,NA,8
United Kingdom,NA,NA
United States,8,8
India,NA,NA
Italy,NA,NA
United States,8,8
United States,NA,NA
United States,7,8
Canada,7,8
Australia,8,8
Australia,NA,8
China,8,8
Australia,8,8
Australia,9,8
India,9,8
India,NA,NA
Bangladesh,7,8
India,8,8
India,8,8
India,8,8
India,6,8
India,NA,8
India,6,8
Australia,7,8
India,2,8
China,4,8
India,7,8
India,5,8
France,NA,NA
Germany,6,8
Germany,9,8
Germany,3,8
United Kingdom,NA,NA
Italy,8,8
India,8,8
India,8,8
Brazil,NA,NA
India,8,8
Australia,7,8
France,7,8
France,7,8
Germany,9,8
France,9,8
United Kingdom,7,8
United Kingdom,7,8
France,8,8
India,NA,NA
Brazil,6,8
United States,NA,NA
Germany,NA,NA
Netherlands,8,8
Italy,8,8
France,8,8
Germany,9,8
Bulgaria,NA,NA
India,6,8
India,8,8
United Kingdom,8,8
United States,NA,NA
India,5,8
United Kingdom,NA,8
Germany,8,8
United Kingdom,NA,NA
Germany,8,8
Germany,NA,8
Canada,NA,NA
Canada,NA,NA
United Kingdom,8,8
India,7,8
India,7,8
India,5,8
Germany,7,8
United Kingdom,8,8
United States,NA,NA
United Kingdom,8,8
Germany,8,8
Germany,8,8
India,6,8
Brazil,NA,NA
India,6,8
India,8,8
Germany,8,8
Germany,8,8
India,6,8
Germany,8,8
United Kingdom,6,8
Germany,8,8
United Kingdom,7,8
United Kingdom,6,8
India,7,8
Germany,8,8
United Kingdom,8,8
France,10,8
United Kingdom,8,8
India,8,8
India,7,8
India,7,8
France,8,8
Germany,8,8
United Kingdom,7,8
Germany,8,8
United States,NA,NA
United States,8,8
Germany,NA,8
Germany,7,8
Germany,6,8
United Kingdom,8,8
United Kingdom,6,8
Germany,9,8
United States,7,8
Germany,8,8
France,7,8
United States,8,8
United States,9,8
United States,8,8
United States,NA,NA
Belgium,8,8
France,8,8
United States,5,8
Germany,8,8
United Kingdom,8,8
France,6,8
Germany,NA,NA
Italy,NA,NA
Germany,7,8
United States,NA,NA
Belgium,8,8
United States,10,8
India,9,8
France,7,8
United States,9,8
United Kingdom,7,8
Germany,8,8
United Kingdom,6,8
Italy,7,8
United States,10,8
United States,NA,NA
Germany,7,8
Germany,NA,NA
United States,NA,NA
United States,8,8
France,9,8
United States,NA,NA
United Kingdom,7,8
Germany,8,8
United States,7,8
Germany,3,8
India,8,8
United States,10,8
United States,NA,NA
Bulgaria,4,8
United States,9,8
United States,8,8
India,8,8
United States,9,8
France,NA,NA
Germany,8,8
Brazil,NA,NA
India,NA,NA
United States,9,8
United States,NA,8
United States,9,8
India,8,8
Germany,9,8
United States,9,8
United States,8,8
United Kingdom,8,8
United States,7,8
United States,8,8
United Kingdom,8,8
United States,9,8
Canada,7,8
Germany,NA,NA
United Kingdom,8,8
United States,10,8
United States,8,8
France,7,8
India,6,8
United Kingdom,9,8
France,NA,NA
United States,7,8
United States,3,8
United Kingdom,NA,NA
United States,9,8
India,5,8
Canada,9,8
United States,8,8
United States,10,8
Canada,9,8
Canada,6,8
United States,NA,NA
United States,9,8
United States,9,8
United States,6,8
United States,6,8
Germany,7,8
Brazil,8,8
Brazil,8,8
India,NA,NA
United Kingdom,8,8
United States,5,8
Canada,8,8
Canada,8,8
United States,7,8
United States,8,8
United States,9,8
United States,7,8
United States,9,8
United Kingdom,8,8
United States,8,8
United States,NA,NA
Canada,8,8
United States,6,8
United States,NA,8
Germany,NA,8
United Kingdom,NA,NA
Germany,6,8
Netherlands,8,8
United States,8,8
Canada,NA,NA
United States,3,8
Canada,7,8
United States,7,8
United States,8,8
United States,NA,NA
United States,8,8
United States,NA,NA
United States,6,8
United States,9,8
Germany,10,8
India,NA,NA
United States,8,8
United States,6,8
United States,10,8
Germany,7,8
United States,9,8
United States,8,8
United States,7,8
United States,8,8
United States,NA,NA
United States,8,8
United States,8,8
United States,6,8
United States,10,8
United States,8,8
United States,9,8
United States,3,8
India,NA,NA
India,NA,NA
United States,6,8
United States,9,8
United States,6,8
Brazil,7,8
United States,7,8
United States,9,8
Canada,8,8
Bangladesh,8,8
United States,4,8
United States,6,8
India,8,8
United States,8,8
Canada,7,8
India,5,8
Australia,8,8
United States,8,8
India,7,8
Canada,NA,NA
Germany,NA,NA
India,NA,8
United States,9,8
United States,NA,NA
United States,NA,NA
India,9,8
Canada,NA,NA
India,8,8
India,7,8
India,1,8
Bulgaria,8,8
India,3,8
United Kingdom,NA,NA
India,8,8
United States,8,8
Belgium,8,8
China,6,8
United States,8,8
India,NA,8
Germany,7,8
India,5,8
India,8,8
Canada,NA,NA
India,NA,NA
India,8,8
United States,NA,NA
India,9,8
Australia,7,8
United Kingdom,NA,8
United Kingdom,NA,NA
Germany,9,8
Germany,NA,NA
India,7,8
India,8,8
India,8,8
United Kingdom,9,8
United Kingdom,8,8
United Kingdom,8,8
Netherlands,8,8
United Kingdom,9,8
Italy,7,8
United Kingdom,9,8
France,8,8
Bulgaria,8,8
United States,NA,NA
India,7,8
United Kingdom,8,8
Germany,8,8
Italy,NA,NA
United Kingdom,9,8
Germany,4,8
India,8,8
Belgium,8,8
United States,NA,NA
Germany,8,8
United Kingdom,9,8
United Kingdom,8,8
Netherlands,9,8
Brazil,NA,NA
France,7,8
France,8,8
Brazil,9,8
United Kingdom,6,8
Germany,NA,8
France,4,8
India,8,8
India,8,8
France,6,8
United Kingdom,8,8
Italy,7,8
United Kingdom,8,8
United States,NA,NA
Brazil,3,8
United Kingdom,3,8
United Kingdom,8,8
Canada,8,8
United Kingdom,NA,8
China,8,8
Germany,5,8
United States,NA,NA
India,5,8
India,5,8
India,8,8
United States,NA,NA
United States,9,8
United States,NA,NA
Germany,7,8
Germany,NA,NA
India,8,8
United States,NA,NA
Canada,NA,NA
Australia,NA,NA
United States,8,8
India,0,8
Brazil,8,8
Netherlands,7,8
India,7,8
Germany,NA,NA
Netherlands,9,8
France,8,8
United Kingdom,9,8
India,8,8
India,7,8
India,9,8
Belgium,8,8
France,7,8
Germany,8,8
India,8,8
France,8,8
United States,4,8
United Kingdom,2,8
United States,NA,NA
India,8,8
India,NA,8
United Kingdom,10,8
India,4,8
Belgium,7,8
India,NA,NA
United Kingdom,NA,NA
Canada,8,8
Germany,8,8
United Kingdom,8,8
Canada,7,8
France,8,8
Canada,8,8
Brazil,NA,NA
Belgium,8,8
Germany,8,8
United Kingdom,9,8
United States,8,8
India,8,8
United States,8,8
Germany,NA,NA
France,8,8
Bangladesh,NA,NA
United Kingdom,8,8
France,8,8
India,NA,NA
Germany,8,8
France,7,8
United States,7,8
Germany,10,8
France,8,8
United States,8,8
United States,6,8
Canada,NA,NA
Canada,8,8
United States,10,8
United States,NA,NA
India,NA,NA
Germany,8,8
United States,8,8
Netherlands,8,8
United States,7,8
Germany,9,8
United Kingdom,4,8
United States,8,8
United States,8,8
United States,7,8
United States,7,8
India,NA,NA
United States,8,8
United States,6,8
United States,9,8
United States,5,8
United States,8,8
United States,NA,NA
United States,8,8
United States,4,8
United States,8,8
United Kingdom,7,8
Canada,3,8
United States,8,8
United States,6,8
United States,8,8
United States,8,8
Netherlands,9,8
India,NA,NA
Canada,8,8
Belgium,9,8
Germany,7,8
United States,8,8
United States,7,8
Netherlands,8,8
India,NA,NA
United States,9,8
United States,9,8
United Kingdom,8,8
Canada,7,8
Australia,8,8
Canada,9,8
United States,7,8
Australia,8,8
United States,9,8
Australia,6,8
United States,8,8
United States,9,8
United States,10,8
United States,NA,8
United States,9,8
United States,2,8
United States,8,8
Jamaica,5,8
Australia,8,8
United States,NA,NA
Canada,8,8
India,NA,NA
United States,9,8
Australia,8,8
United States,8,8
United States,8,8
India,NA,NA
United States,9,8
France,NA,8
Netherlands,7,8
Germany,4,8
India,9,8
India,8,8
France,8,8
China,NA,NA
United States,6,8
Netherlands,7,8
Italy,6,8
United Kingdom,8,8
Netherlands,7,8
United Kingdom,6,8
United Kingdom,9,8
Germany,8,8
India,8,8
United States,9,8
France,9,8
United States,8,8
United States,8,8
France,7,8
United Kingdom,8,8
India,NA,NA
Italy,NA,NA
Canada,7,8
France,5,8
India,NA,NA
United States,7,8
Germany,8,8
United States,8,8
United States,9,8
United States,7,8
Canada,6,8
United States,7,8
United States,8,8
United States,8,8
United States,4,8
India,NA,NA
India,NA,NA
Germany,NA,NA
United States,8,8
United States,8,8
United States,8,8
Germany,NA,NA
United States,7,8
United States,8,8
Germany,NA,NA
India,7,8
United Kingdom,8,8
Germany,8,8
United States,8,8
United States,9,8
United States,5,8
United States,4,8
United States,8,8
China,8,8
United States,9,8
Bangladesh,5,8
United States,6,8
Germany,7,8
United States,9,8
United States,6,8
India,7,8
Bulgaria,6,8
United States,7,8
United Kingdom,9,8
United States,4,8
France,9,8
United Kingdom,5,8
United Kingdom,8,8
Netherlands,9,8
United States,9,8
Italy,NA,NA
India,8,8
Germany,NA,NA
United Kingdom,6,8
United Kingdom,7,8
India,8,8
United States,8,8
United States,9,8
Germany,5,8
Belgium,8,8
United Kingdom,9,8
France,NA,NA
Canada,6,8
United Kingdom,3,8
Canada,10,8
United States,8,8
Bangladesh,NA,NA
United Kingdom,9,8
United States,5,8
United States,6,8
United States,8,8
Germany,NA,NA
France,NA,NA
United Kingdom,8,8
Germany,8,8
United States,7,8
United Kingdom,8,8
United States,NA,NA
India,NA,NA
United States,8,8
Brazil,9,8
France,5,8
Belgium,9,8
Netherlands,8,8
United States,7,8
Brazil,7,8
Germany,9,8
United States,7,8
Belgium,9,8
France,8,8
United States,9,8
United States,8,8
United States,3,8
United States,8,8
Canada,8,8
United States,9,8
United States,7,8
United States,8,8
India,5,8
India,8,8
India,7,8
Canada,8,8
United States,6,8
Italy,8,8
India,NA,NA
Canada,9,8
Netherlands,8,8
United Kingdom,8,8
Canada,8,8
United States,9,8
Brazil,4,8
Canada,8,8
Australia,9,8
Italy,NA,8
United States,8,8
United States,7,8
India,9,8
India,4,8
France,NA,8
Brazil,6,8
United Kingdom,8,8
United States,6,8
Belgium,7,8
Netherlands,8,8
United States,4,8
Netherlands,NA,NA
United States,7,8
United States,8,8
Canada,8,8
United States,8,8
France,NA,NA
India,NA,NA
United States,7,8
United States,5,8
Netherlands,NA,NA
Canada,7,8
United Kingdom,NA,NA
Brazil,7,8
United States,9,8
United States,8,8
Belgium,8,8
Germany,8,8
Canada,9,8
India,8,8
United States,5,8
China,5,8
United Kingdom,9,8
Italy,9,8
India,7,8
Australia,9,8
Canada,7,8
Bulgaria,5,8
Netherlands,9,8
Germany,7,8
Germany,NA,8
India,NA,NA
United Kingdom,NA,NA
Germany,9,8
United States,8,8
Canada,10,8
United Kingdom,10,8
Canada,9,8
Germany,8,8
Canada,8,8
United Kingdom,8,8
Brazil,NA,8
Germany,NA,NA
United States,6,8
Australia,8,8
India,8,8
United States,10,8
Australia,7,8
Germany,NA,8
United Kingdom,NA,NA
United Kingdom,8,8
Germany,7,8
United Kingdom,8,8
United Kingdom,8,8
Netherlands,7,8
India,NA,NA
United States,NA,8
France,NA,NA
United States,8,8
Germany,8,8
Bangladesh,8,8
United States,5,8
Germany,6,8
Germany,9,8
United States,10,8
United Kingdom,9,8
United States,8,8
United Kingdom,7,8
United Kingdom,9,8
United States,8,8
United States,8,8
United States,0,8
United States,9,8
United States,7,8
United States,8,8
Australia,8,8
United States,7,8
Australia,4,8
India,6,8
India,9,8
United Kingdom,8,8
Germany,7,8
Canada,NA,NA
United Kingdom,10,8
Germany,7,8
United States,7,8
United States,8,8
United States,8,8
United States,7,8
Canada,3,8
United States,10,8
Germany,NA,NA
United States,9,8
Germany,2,8
United Kingdom,8,8
France,NA,NA
Italy,8,8
France,10,8
United States,5,8
Germany,7,8
United States,8,8
United States,4,8
Germany,NA,NA
United Kingdom,8,8
United Kingdom,8,8
United States,8,8
United States,6,8
France,9,8
United States,4,8
Brazil,8,8
United Kingdom,8,8
United States,10,8
United States,7,8
United Kingdom,NA,NA
United States,7,8
India,8,8
United Kingdom,NA,NA
Netherlands,7,8
Germany,6,8
United Kingdom,7,8
United Kingdom,NA,8
United States,7,8
United States,8,8
United States,8,8
United Kingdom,10,8
Australia,7,8
United States,8,8
United States,7,8
United States,7,8
India,7,8
Bangladesh,5,8
United States,3,8
United States,NA,8
United States,8,8
Canada,8,8
Germany,7,8
Canada,7,8
United States,8,8
United States,7,8
United Kingdom,6,8
Germany,8,8
India,NA,NA
United Kingdom,8,8
Germany,8,8
France,8,8
United States,8,8
Australia,6,8
India,8,8
United Kingdom,10,8
Germany,6,8
Brazil,8,8
United Kingdom,8,8
France,7,8
Italy,7,8
United Kingdom,8,8
United Kingdom,7,8
United States,6,8
United States,9,8
United States,7,8
United States,9,8
United States,10,8
United States,8,8
United Kingdom,7,8
Germany,7,8
United States,10,8
France,2,8
United States,9,8
United States,NA,8
Australia,8,8
United States,7,8
United States,8,8
United States,8,8
Italy,9,8
United States,NA,NA
Germany,8,8
United States,1,8
United States,6,8
United States,8,8
United States,6,8
United States,9,8
United States,8,8
Australia,9,8
India,9,8
Germany,9,8
France,4,8
Italy,7,8
Germany,10,8
India,7,8
Italy,8,8
United Kingdom,8,8
Canada,8,8
United States,8,8
United Kingdom,8,8
United States,10,8
United States,5,8
Canada,7,8
United Kingdom,NA,8
United States,7,8
India,NA,NA
United States,8,8
India,7,8
Australia,9,8
India,8,8
United Kingdom,10,8
United States,8,8
Germany,9,8
India,8,8
Canada,9,8
Australia,NA,8
United Kingdom,8,8
United Kingdom,8,8
United Kingdom,10,8
United Kingdom,7,8
United States,8,8
